Query,AverageExecutionTime(ms),StdDevExecutionTime(ms),AverageElapsedTime(ms),AverageCompileTime(ms),AverageQueueWaitTime(ms),AverageResultCount,AverageResultSize,AverageProcessedObjects,AverageBufferCacheHitRatio,AverageBufferCachePageReadCount,realquery,size(gb),type,groupmemory(MB),groupbyattribute,aggregate,nc,dp
"set `compiler.optimize.groupby` 'false';use wisconopen8gb; select ten, count(ten) as count from wiscondefopen8gb group by wiscondefopen8gb.ten;",16328.116304300002,145.48572496734587,16328.3786755,2.9569698000000004,0.0,10.0,360.0,9041708.0,0.0,95199.0,"use wisconopen8gb; select ten, count(ten) as count from wiscondefopen8gb group by wiscondefopen8gb.ten;",8,sort,32,ten,count,1,1
"set `compiler.optimize.groupby` 'true';use wisconopen8gb; select ten, count(ten) as count from wiscondefopen8gb group by wiscondefopen8gb.ten;",10336.5686104,257.7807003844378,10336.8257293,3.0066460000000004,0.1,10.0,360.0,9041708.0,0.0,95199.0,"use wisconopen8gb; select ten, count(ten) as count from wiscondefopen8gb group by wiscondefopen8gb.ten;",8,opt,32,ten,count,1,1
"use wisconopen8gb; select ten, count(ten) as count from wiscondefopen8gb /*+ hash */ group by wiscondefopen8gb.ten;",10599.6061075,177.35031536040486,10599.8616675,2.8809204,0.0,10.0,360.0,9041708.0,0.0,95199.0,"use wisconopen8gb; select ten, count(ten) as count from wiscondefopen8gb  group by wiscondefopen8gb.ten;",8,hash,32,ten,count,1,1
"set `compiler.optimize.groupby` 'false';use wisconopen8gb; select tenkgroups, count(tenkgroups) as count from wiscondefopen8gb group by wiscondefopen8gb.tenkgroups;",15101.777866400002,196.9583468906885,15102.0429336,3.0080881,0.0,10000.0,428890.0,9041708.0,0.0,95199.0,"use wisconopen8gb; select tenkgroups, count(tenkgroups) as count from wiscondefopen8gb group by wiscondefopen8gb.tenkgroups;",8,sort,32,tenkgroups,count,1,1
"set `compiler.optimize.groupby` 'true';use wisconopen8gb; select tenkgroups, count(tenkgroups) as count from wiscondefopen8gb group by wiscondefopen8gb.tenkgroups;",10797.3702418,288.7647152738799,10797.6203256,2.8712692,0.0,10000.0,428890.0,9041708.0,0.0,95199.0,"use wisconopen8gb; select tenkgroups, count(tenkgroups) as count from wiscondefopen8gb group by wiscondefopen8gb.tenkgroups;",8,opt,32,tenkgroups,count,1,1
"use wisconopen8gb; select tenkgroups, count(tenkgroups) as count from wiscondefopen8gb /*+ hash */ group by wiscondefopen8gb.tenkgroups;",11381.919772,271.68943933060814,11382.1859947,2.8549421,0.2,10000.0,428890.0,9041708.0,0.0,95199.0,"use wisconopen8gb; select tenkgroups, count(tenkgroups) as count from wiscondefopen8gb  group by wiscondefopen8gb.tenkgroups;",8,hash,32,tenkgroups,count,1,1
"set `compiler.optimize.groupby` 'false';use wisconopen8gb; select milliongroups, count(milliongroups) as count from wiscondefopen8gb group by wiscondefopen8gb.milliongroups;",24334.0703287,304.987596617309,24334.335138,2.8979711000000004,0.0,999910.0,46401299.0,9041708.0,0.0,95199.0,"use wisconopen8gb; select milliongroups, count(milliongroups) as count from wiscondefopen8gb group by wiscondefopen8gb.milliongroups;",8,sort,32,milliongroups,count,1,1
"set `compiler.optimize.groupby` 'true';use wisconopen8gb; select milliongroups, count(milliongroups) as count from wiscondefopen8gb group by wiscondefopen8gb.milliongroups;",25535.032664,256.1669737159011,25535.2763233,2.8688668,0.1,999910.0,46401299.0,9041708.0,0.0,95199.0,"use wisconopen8gb; select milliongroups, count(milliongroups) as count from wiscondefopen8gb group by wiscondefopen8gb.milliongroups;",8,opt,32,milliongroups,count,1,1
"use wisconopen8gb; select milliongroups, count(milliongroups) as count from wiscondefopen8gb /*+ hash */ group by wiscondefopen8gb.milliongroups;",38252.9336924,709.6954549523256,38253.1925495,2.8682466,0.0,999910.0,46401299.0,9041708.0,0.0,95199.0,"use wisconopen8gb; select milliongroups, count(milliongroups) as count from wiscondefopen8gb  group by wiscondefopen8gb.milliongroups;",8,hash,32,milliongroups,count,1,1
"set `compiler.optimize.groupby` 'false';use wisconopen8gb; select similarstring, count(similarstring) as count from wiscondefopen8gb group by wiscondefopen8gb.similarstring;",44220.678365,444.08051744738304,44220.9105943,2.8652433,0.0,1.0,148.0,9041708.0,0.0,95199.0,"use wisconopen8gb; select similarstring, count(similarstring) as count from wiscondefopen8gb group by wiscondefopen8gb.similarstring;",8,sort,32,similarstring,count,1,1
"set `compiler.optimize.groupby` 'true';use wisconopen8gb; select similarstring, count(similarstring) as count from wiscondefopen8gb group by wiscondefopen8gb.similarstring;",11483.4092151,307.68599335767453,11483.640064,2.7485292,0.1,1.0,148.0,9041708.0,0.0,95199.0,"use wisconopen8gb; select similarstring, count(similarstring) as count from wiscondefopen8gb group by wiscondefopen8gb.similarstring;",8,opt,32,similarstring,count,1,1
"use wisconopen8gb; select similarstring, count(similarstring) as count from wiscondefopen8gb /*+ hash */ group by wiscondefopen8gb.similarstring;",14458.9828763,601.7739230892984,14459.2264701,2.7338721999999995,0.0,1.0,148.0,9041708.0,0.0,95199.0,"use wisconopen8gb; select similarstring, count(similarstring) as count from wiscondefopen8gb  group by wiscondefopen8gb.similarstring;",8,hash,32,similarstring,count,1,1
"set `compiler.optimize.groupby` 'false';use wisconopen8gb; select similarsmallstring, count(similarsmallstring) as count from wiscondefopen8gb group by wiscondefopen8gb.similarsmallstring;",17785.470498900002,264.12737521754576,17785.704880600002,2.8362967,0.0,1.0,63.0,9041708.0,0.0,95199.0,"use wisconopen8gb; select similarsmallstring, count(similarsmallstring) as count from wiscondefopen8gb group by wiscondefopen8gb.similarsmallstring;",8,sort,32,similarsmallstring,count,1,1
"set `compiler.optimize.groupby` 'true';use wisconopen8gb; select similarsmallstring, count(similarsmallstring) as count from wiscondefopen8gb group by wiscondefopen8gb.similarsmallstring;",11097.0534425,223.88274943012155,11097.252805699998,2.7492724,0.1,1.0,63.0,9041708.0,0.0,95199.0,"use wisconopen8gb; select similarsmallstring, count(similarsmallstring) as count from wiscondefopen8gb group by wiscondefopen8gb.similarsmallstring;",8,opt,32,similarsmallstring,count,1,1
"use wisconopen8gb; select similarsmallstring, count(similarsmallstring) as count from wiscondefopen8gb /*+ hash */ group by wiscondefopen8gb.similarsmallstring;",11404.1852534,287.24349844885694,11404.396614,2.6786918,0.0,1.0,63.0,9041708.0,0.0,95199.0,"use wisconopen8gb; select similarsmallstring, count(similarsmallstring) as count from wiscondefopen8gb  group by wiscondefopen8gb.similarsmallstring;",8,hash,32,similarsmallstring,count,1,1
"set `compiler.optimize.groupby` 'false';use wisconopen8gb; select normalsmallstring, count(normalsmallstring) as count from wiscondefopen8gb group by wiscondefopen8gb.normalsmallstring;",59654.8745488,552.3413358938054,59655.07537159999,2.7679699,0.0,9031449.0,505761144.0,9041708.0,0.0,95199.0,"use wisconopen8gb; select normalsmallstring, count(normalsmallstring) as count from wiscondefopen8gb group by wiscondefopen8gb.normalsmallstring;",8,sort,32,normalsmallstring,count,1,1
"set `compiler.optimize.groupby` 'true';use wisconopen8gb; select normalsmallstring, count(normalsmallstring) as count from wiscondefopen8gb group by wiscondefopen8gb.normalsmallstring;",52289.4951837,542.4806438053577,52289.6954406,2.7962914000000003,0.1,9031449.0,505761144.0,9041708.0,0.0,95199.0,"use wisconopen8gb; select normalsmallstring, count(normalsmallstring) as count from wiscondefopen8gb group by wiscondefopen8gb.normalsmallstring;",8,opt,32,normalsmallstring,count,1,1
"use wisconopen8gb; select normalsmallstring, count(normalsmallstring) as count from wiscondefopen8gb /*+ hash */ group by wiscondefopen8gb.normalsmallstring;",185270.1088822,1945.149050802124,185270.3439335,2.7504211,0.0,9031449.0,505761144.0,9041708.0,0.0,95199.0,"use wisconopen8gb; select normalsmallstring, count(normalsmallstring) as count from wiscondefopen8gb  group by wiscondefopen8gb.normalsmallstring;",8,hash,32,normalsmallstring,count,1,1
"set `compiler.optimize.groupby` 'false';use wisconopen8gb; select variablelengthstring, count(variablelengthstring) as count from wiscondefopen8gb group by wiscondefopen8gb.variablelengthstring;",94242.3981702,655.3210765094234,94242.5682813,2.8029474000000003,0.0,9041708.0,1582611736.0,9041708.0,0.0,95199.0,"use wisconopen8gb; select variablelengthstring, count(variablelengthstring) as count from wiscondefopen8gb group by wiscondefopen8gb.variablelengthstring;",8,sort,32,variablelengthstring,count,1,1
"set `compiler.optimize.groupby` 'true';use wisconopen8gb; select variablelengthstring, count(variablelengthstring) as count from wiscondefopen8gb group by wiscondefopen8gb.variablelengthstring;",85177.5351792,954.1889813954132,85177.7018261,2.9061154,0.1,9041708.0,1582611736.0,9041708.0,0.0,95199.0,"use wisconopen8gb; select variablelengthstring, count(variablelengthstring) as count from wiscondefopen8gb group by wiscondefopen8gb.variablelengthstring;",8,opt,32,variablelengthstring,count,1,1
"use wisconopen8gb; select variablelengthstring, count(variablelengthstring) as count from wiscondefopen8gb /*+ hash */ group by wiscondefopen8gb.variablelengthstring;",420434.6681709,2814.9795625491065,420434.8590636,2.8114142,0.0,9041708.0,1582611736.0,9041708.0,0.0,95199.0,"use wisconopen8gb; select variablelengthstring, count(variablelengthstring) as count from wiscondefopen8gb  group by wiscondefopen8gb.variablelengthstring;",8,hash,32,variablelengthstring,count,1,1
"set `compiler.optimize.groupby` 'false';use wisconopen16gb; select ten, count(ten) as count from wiscondefopen16gb group by wiscondefopen16gb.ten;",32350.9367921,569.1732175825335,32351.1124225,2.8003952,0.0,10.0,370.0,18083796.0,0.0,190400.0,"use wisconopen16gb; select ten, count(ten) as count from wiscondefopen16gb group by wiscondefopen16gb.ten;",16,sort,32,ten,count,1,1
"set `compiler.optimize.groupby` 'true';use wisconopen16gb; select ten, count(ten) as count from wiscondefopen16gb group by wiscondefopen16gb.ten;",20217.4901772,277.912210673531,20217.6448215,2.8279551,0.0,10.0,370.0,18083796.0,0.0,190400.0,"use wisconopen16gb; select ten, count(ten) as count from wiscondefopen16gb group by wiscondefopen16gb.ten;",16,opt,32,ten,count,1,1
"use wisconopen16gb; select ten, count(ten) as count from wiscondefopen16gb /*+ hash */ group by wiscondefopen16gb.ten;",21481.5876085,506.5229209702234,21481.7562027,2.8262514,0.1,10.0,370.0,18083796.0,0.0,190400.0,"use wisconopen16gb; select ten, count(ten) as count from wiscondefopen16gb  group by wiscondefopen16gb.ten;",16,hash,32,ten,count,1,1
"set `compiler.optimize.groupby` 'false';use wisconopen16gb; select tenkgroups, count(tenkgroups) as count from wiscondefopen16gb group by wiscondefopen16gb.tenkgroups;",30108.861969700007,236.61179730884865,30109.0161672,2.7372968,0.0,10000.0,438890.0,18083796.0,0.0,190400.0,"use wisconopen16gb; select tenkgroups, count(tenkgroups) as count from wiscondefopen16gb group by wiscondefopen16gb.tenkgroups;",16,sort,32,tenkgroups,count,1,1
"set `compiler.optimize.groupby` 'true';use wisconopen16gb; select tenkgroups, count(tenkgroups) as count from wiscondefopen16gb group by wiscondefopen16gb.tenkgroups;",21525.4123757,513.3778351791264,21525.5768249,2.7204543,0.0,10000.0,438890.0,18083796.0,0.0,190400.0,"use wisconopen16gb; select tenkgroups, count(tenkgroups) as count from wiscondefopen16gb group by wiscondefopen16gb.tenkgroups;",16,opt,32,tenkgroups,count,1,1
"use wisconopen16gb; select tenkgroups, count(tenkgroups) as count from wiscondefopen16gb /*+ hash */ group by wiscondefopen16gb.tenkgroups;",22558.095028,773.8691539870999,22558.266275,2.7580181,0.0,10000.0,438890.0,18083796.0,0.0,190400.0,"use wisconopen16gb; select tenkgroups, count(tenkgroups) as count from wiscondefopen16gb  group by wiscondefopen16gb.tenkgroups;",16,hash,32,tenkgroups,count,1,1
"set `compiler.optimize.groupby` 'false';use wisconopen16gb; select milliongroups, count(milliongroups) as count from wiscondefopen16gb group by wiscondefopen16gb.milliongroups;",44996.2911284,600.2184838873985,44996.4502111,2.7101376,0.0,1000000.0,46717516.0,18083796.0,0.0,190400.0,"use wisconopen16gb; select milliongroups, count(milliongroups) as count from wiscondefopen16gb group by wiscondefopen16gb.milliongroups;",16,sort,32,milliongroups,count,1,1
"set `compiler.optimize.groupby` 'true';use wisconopen16gb; select milliongroups, count(milliongroups) as count from wiscondefopen16gb group by wiscondefopen16gb.milliongroups;",47759.5251224,510.440543961703,47759.6835727,2.7515932,0.0,1000000.0,46717516.0,18083796.0,0.0,190400.0,"use wisconopen16gb; select milliongroups, count(milliongroups) as count from wiscondefopen16gb group by wiscondefopen16gb.milliongroups;",16,opt,32,milliongroups,count,1,1
"use wisconopen16gb; select milliongroups, count(milliongroups) as count from wiscondefopen16gb /*+ hash */ group by wiscondefopen16gb.milliongroups;",69659.1183686,1625.9157861391966,69659.28879949999,2.7869946,0.1,1000000.0,46717516.0,18083796.0,0.0,190400.0,"use wisconopen16gb; select milliongroups, count(milliongroups) as count from wiscondefopen16gb  group by wiscondefopen16gb.milliongroups;",16,hash,32,milliongroups,count,1,1
"set `compiler.optimize.groupby` 'false';use wisconopen16gb; select similarstring, count(similarstring) as count from wiscondefopen16gb group by wiscondefopen16gb.similarstring;",87014.35830200001,954.7250594070108,87014.5189642,2.6337797000000003,0.0,1.0,149.0,18083796.0,0.0,190400.0,"use wisconopen16gb; select similarstring, count(similarstring) as count from wiscondefopen16gb group by wiscondefopen16gb.similarstring;",16,sort,32,similarstring,count,1,1
"set `compiler.optimize.groupby` 'true';use wisconopen16gb; select similarstring, count(similarstring) as count from wiscondefopen16gb group by wiscondefopen16gb.similarstring;",22383.181175700003,315.36871638219685,22383.3373121,2.7707225,0.1,1.0,149.0,18083796.0,0.0,190400.0,"use wisconopen16gb; select similarstring, count(similarstring) as count from wiscondefopen16gb group by wiscondefopen16gb.similarstring;",16,opt,32,similarstring,count,1,1
"use wisconopen16gb; select similarstring, count(similarstring) as count from wiscondefopen16gb /*+ hash */ group by wiscondefopen16gb.similarstring;",28937.476761,1148.148454817348,28937.6446039,2.7317712,0.0,1.0,149.0,18083796.0,0.0,190400.0,"use wisconopen16gb; select similarstring, count(similarstring) as count from wiscondefopen16gb  group by wiscondefopen16gb.similarstring;",16,hash,32,similarstring,count,1,1
"set `compiler.optimize.groupby` 'false';use wisconopen16gb; select similarsmallstring, count(similarsmallstring) as count from wiscondefopen16gb group by wiscondefopen16gb.similarsmallstring;",35408.9721622,682.0018257728725,35409.1348285,2.6768196,0.0,1.0,64.0,18083796.0,0.0,190400.0,"use wisconopen16gb; select similarsmallstring, count(similarsmallstring) as count from wiscondefopen16gb group by wiscondefopen16gb.similarsmallstring;",16,sort,32,similarsmallstring,count,1,1
"set `compiler.optimize.groupby` 'true';use wisconopen16gb; select similarsmallstring, count(similarsmallstring) as count from wiscondefopen16gb group by wiscondefopen16gb.similarsmallstring;",22106.5620705,321.58201303657273,22106.7241973,2.7727329000000003,0.0,1.0,64.0,18083796.0,0.0,190400.0,"use wisconopen16gb; select similarsmallstring, count(similarsmallstring) as count from wiscondefopen16gb group by wiscondefopen16gb.similarsmallstring;",16,opt,32,similarsmallstring,count,1,1
"use wisconopen16gb; select similarsmallstring, count(similarsmallstring) as count from wiscondefopen16gb /*+ hash */ group by wiscondefopen16gb.similarsmallstring;",22743.07417,387.95870987919005,22743.2398564,2.6102594,0.0,1.0,64.0,18083796.0,0.0,190400.0,"use wisconopen16gb; select similarsmallstring, count(similarsmallstring) as count from wiscondefopen16gb  group by wiscondefopen16gb.similarsmallstring;",16,hash,32,similarsmallstring,count,1,1
"set `compiler.optimize.groupby` 'false';use wisconopen16gb; select normalsmallstring, count(normalsmallstring) as count from wiscondefopen16gb group by wiscondefopen16gb.normalsmallstring;",119862.3490449,659.1622046172624,119862.51185049998,2.7282175000000004,0.0,18060883.0,1011409448.0,18083796.0,0.0,190400.0,"use wisconopen16gb; select normalsmallstring, count(normalsmallstring) as count from wiscondefopen16gb group by wiscondefopen16gb.normalsmallstring;",16,sort,32,normalsmallstring,count,1,1
"set `compiler.optimize.groupby` 'true';use wisconopen16gb; select normalsmallstring, count(normalsmallstring) as count from wiscondefopen16gb group by wiscondefopen16gb.normalsmallstring;",104249.9943095,1011.6567667732684,104250.1527199,2.6036673,0.0,18060883.0,1011409448.0,18083796.0,0.0,190400.0,"use wisconopen16gb; select normalsmallstring, count(normalsmallstring) as count from wiscondefopen16gb group by wiscondefopen16gb.normalsmallstring;",16,opt,32,normalsmallstring,count,1,1
"use wisconopen16gb; select normalsmallstring, count(normalsmallstring) as count from wiscondefopen16gb /*+ hash */ group by wiscondefopen16gb.normalsmallstring;",323886.84632390004,3205.740401080273,323887.0270108,2.7671945,0.1,18060883.0,1011409448.0,18083796.0,0.0,190400.0,"use wisconopen16gb; select normalsmallstring, count(normalsmallstring) as count from wiscondefopen16gb  group by wiscondefopen16gb.normalsmallstring;",16,hash,32,normalsmallstring,count,1,1
"set `compiler.optimize.groupby` 'false';use wisconopen16gb; select variablelengthstring, count(variablelengthstring) as count from wiscondefopen16gb group by wiscondefopen16gb.variablelengthstring;",191440.9000872,602.8615616238526,191441.064373,2.5990468000000004,0.1,18083796.0,3164927532.0,18083796.0,0.0,190400.0,"use wisconopen16gb; select variablelengthstring, count(variablelengthstring) as count from wiscondefopen16gb group by wiscondefopen16gb.variablelengthstring;",16,sort,32,variablelengthstring,count,1,1
"set `compiler.optimize.groupby` 'true';use wisconopen16gb; select variablelengthstring, count(variablelengthstring) as count from wiscondefopen16gb group by wiscondefopen16gb.variablelengthstring;",172519.73243889998,521.7805705926143,172519.8896139,2.6752164,0.1,18083796.0,3164927532.0,18083796.0,0.0,190400.0,"use wisconopen16gb; select variablelengthstring, count(variablelengthstring) as count from wiscondefopen16gb group by wiscondefopen16gb.variablelengthstring;",16,opt,32,variablelengthstring,count,1,1
"use wisconopen16gb; select variablelengthstring, count(variablelengthstring) as count from wiscondefopen16gb /*+ hash */ group by wiscondefopen16gb.variablelengthstring;",839176.9166777,3659.652633262828,839177.0862809999,2.6261073,0.1,18083796.0,3164927532.0,18083796.0,0.0,190400.0,"use wisconopen16gb; select variablelengthstring, count(variablelengthstring) as count from wiscondefopen16gb  group by wiscondefopen16gb.variablelengthstring;",16,hash,32,variablelengthstring,count,1,1
"set `compiler.optimize.groupby` 'false';use wisconopen32gb; select ten, count(ten) as count from wiscondefopen32gb group by wiscondefopen32gb.ten;",63800.260559,712.8540140162653,63800.41556010001,2.4155419999999994,0.0,10.0,370.0,36168131.0,0.0,380799.0,"use wisconopen32gb; select ten, count(ten) as count from wiscondefopen32gb group by wiscondefopen32gb.ten;",32,sort,32,ten,count,1,1
